id,happiness
8001,3.8378223690506275
8002,3.0837671442354204
8003,3.463499273643882
8004,4.2570177808239675
8005,3.317021098018013
8006,4.195616987877042
8007,3.891541848163495
8008,4.377672496741134
8009,3.921170781830878
8010,3.1213691676436213
8011,3.0923858736582868
8012,3.7333101255192003
8013,4.270242602318973
8014,3.5179795760082992
8015,3.8033561575625052
8016,4.4084445773098055
8017,3.7370770441237853
8018,4.2506352047099565
8019,3.954362986936963
8020,4.090148200939965
8021,4.028637372550491
8022,3.799618557632541
8023,3.92496630792031
8024,3.6602371827190834
8025,3.05815849789313
8026,4.005752305398184
8027,4.255768828406826
8028,4.190545979346485
8029,4.34028728501088
8030,4.061581668507728
8031,3.973026515247383
8032,4.017432967266868
8033,4.043462762817037
8034,3.4960630324066546
8035,3.4632601836732015
8036,4.448259292671808
8037,3.962879529266277
8038,4.079246463366994
8039,3.5633956776479825
8040,4.284431230966359
8041,4.266673918213516
8042,3.9111157012532782
8043,3.9555202781166674
8044,3.9378818399130107
8045,4.273567537116404
8046,3.941147487924616
8047,4.293808705849791
8048,4.1060628730887085
8049,3.9836305606477302
8050,4.35089498291995
8051,3.9877585455533997
8052,4.2684584677802135
8053,3.001527319544885
8054,4.021438116531334
8055,4.110025662973699
8056,2.760171888180795
8057,3.9586324656483667
8058,3.2672921151529777
8059,3.0112470744220396
8060,4.090041904332299
8061,3.287272709269377
8062,3.5384926059113857
8063,4.062573999144553
8064,4.018082528449327
8065,3.983066675959875
8066,4.077867971459127
8067,4.03950072717863
8068,4.138692923818772
8069,3.5536416371254242
8070,4.156053003802215
8071,4.151958121423324
8072,4.3337757063022275
8073,3.6833089808101684
8074,3.9860067076543104
8075,3.389148200477147
8076,3.7731716778105735
8077,3.6430657130515907
8078,3.5819404840572564
8079,4.55992192400012
8080,3.94523763730791
8081,3.9368457452482066
8082,3.886902394110233
8083,4.466819865555357
8084,4.17615873828624
8085,4.4453978292514735
8086,4.155680630526494
8087,3.811462019701916
8088,4.218929143618984
8089,3.623641069889118
8090,3.827086491175728
8091,4.2107687681943435
8092,3.99760476349654
8093,4.205302233541751
8094,4.226289726085143
8095,4.444001952485141
8096,3.3547661143808143
8097,4.225323003584634
8098,3.8588927931956607
8099,3.7036402815226994
8100,4.137255548554917
8101,4.2991040783316095
8102,4.183337545717153
8103,3.480374374088455
8104,4.394086586054365
8105,4.112055005423263
8106,4.091158837244921
8107,4.1888758136243345
8108,4.079093281044606
8109,3.822363455391362
8110,3.794296084027055
8111,4.394439977541428
8112,3.6634286450291174
8113,4.090561159067679
8114,4.245372587853518
8115,4.081971877960291
8116,3.8907700088148442
8117,3.705998124495567
8118,3.705738815828444
8119,4.019871632907996
8120,4.6398104188027345
8121,3.346481674129807
8122,4.195181292806225
8123,3.6688491803449965
8124,3.90882231545448
8125,4.178467711180334
8126,4.5091011601295135
8127,1.8470596141328117
8128,3.947915039339868
8129,3.816318819808182
8130,3.812537726232221
8131,3.849996707223948
8132,4.1974739475456575
8133,4.196718631417812
8134,4.280533506098311
8135,4.04026539353022
8136,4.3741859584501945
8137,4.098059984476718
8138,3.5528275132092286
8139,3.9679815473202984
8140,3.048496992917397
8141,3.904699777808681
8142,3.7201398638514553
8143,4.464788261928536
8144,3.736920417096637
8145,4.051464599419846
8146,2.4001377072023478
8147,3.9496906601120707
8148,2.6084446021618994
8149,3.521108189219552
8150,3.7376226327896056
8151,2.537397793415158
8152,4.039991226442623
8153,3.6790490023683127
8154,3.7749021508895577
8155,3.9328500239567434
8156,3.8433334820474188
8157,3.431602061331535
8158,3.3056921078235466
8159,4.038412217301093
8160,4.121848536856527
8161,3.493919989807144
8162,3.892668413598462
8163,4.105453360495095
8164,3.971326564294884
8165,3.9936698155669426
8166,4.264867691960227
8167,3.7330955425551005
8168,3.1364057951708086
8169,3.1879151783985304
8170,4.046694977988568
8171,4.002626810122286
8172,3.8476460901468648
8173,3.8511470565903783
8174,3.7669383857656102
8175,3.6737203510302754
8176,4.352682313414158
8177,2.4332663742241913
8178,4.182182068285638
8179,4.314346358902898
8180,3.429861757509163
8181,3.6377611917685724
8182,4.052026113475109
8183,3.6983093251630548
8184,3.6433680766613534
8185,3.3722469975334395
8186,3.126037923541965
8187,4.158863129954902
8188,3.76434321856296
8189,3.9458697990199267
8190,4.183952871981816
8191,3.8236979174376025
8192,3.9431543509377747
8193,3.810173817564663
8194,4.15396057313438
8195,4.4582260595879
8196,3.065681901824556
8197,3.9968221219450815
8198,4.026447456515949
8199,4.139245019116102
8200,4.89389094404984
8201,3.2678707227493073
8202,4.227277778233748
8203,3.886697768905936
8204,4.052711045454311
8205,4.153042683439342
8206,3.9513748459949842
8207,3.878504631384952
8208,3.9619158409629884
8209,3.812122209222423
8210,3.7572935451654015
8211,3.757454388939533
8212,4.2496456961661115
8213,4.241321730770422
8214,4.11787467870616
8215,3.6621033816743886
8216,3.8801330842839716
8217,3.3978817889426254
8218,3.707478859129464
8219,3.7344812307813813
8220,4.107542587641566
8221,4.513379617558074
8222,3.8390742183063216
8223,3.0813411597222125
8224,3.9136314231410134
8225,4.129881154104919
8226,4.03956028544194
8227,4.430565247641607
8228,3.2991749850577206
8229,4.070649408816998
8230,3.223336601352037
8231,3.932525415358227
8232,3.916492713202024
8233,3.908642089544416
8234,3.9538395176376238
8235,3.645478154025164
8236,3.432428557595664
8237,3.498324551688657
8238,3.7684943483818443
8239,3.303501281355325
8240,3.3034488455274316
8241,3.8004622640552363
8242,3.8441279161983726
8243,4.4273936994873475
8244,4.1719993281651
8245,3.7588073231066432
8246,4.013798867205929
8247,3.7699681683218347
8248,3.967790196533688
8249,4.313107162074245
8250,4.005224834713086
8251,4.3511223073544905
8252,4.444778979264972
8253,3.8941704405122683
8254,3.726309185578604
8255,3.6050241896613127
8256,3.434387705162388
8257,4.002946051499783
8258,2.9655416523234015
8259,4.452725360117772
8260,3.8571732176612112
8261,4.277485895682898
8262,3.9514598479412455
8263,4.063553926993601
8264,4.028308082526466
8265,4.191087092604665
8266,3.1882049492450943
8267,3.829430761513199
8268,3.9916474581699544
8269,3.3123345864303664
8270,3.759212701468186
8271,3.155189574388198
8272,4.096489586207367
8273,3.7592076515985746
8274,3.6853852622181114
8275,4.275923273771058
8276,4.12585799815919
8277,3.9122577529171663
8278,3.7359423936282177
8279,4.440602308627949
8280,4.38213208230833
8281,3.9996779524544888
8282,4.048217558323864
8283,4.07100741634676
8284,4.214614743606459
8285,3.8985836283024726
8286,2.128528999222949
8287,4.444755111334497
8288,3.7417786144136675
8289,3.987893726766256
8290,4.175912568167489
8291,4.023356487309109
8292,4.105970824534982
8293,3.621704334679676
8294,4.4206607681206345
8295,3.2140464835991422
8296,4.204883383147922
8297,3.519013126710361
8298,4.672439152111262
8299,2.7804642421773322
8300,3.382514506400668
8301,3.99652033453867
8302,4.334258656770712
8303,3.864216517009037
8304,3.9217620677782103
8305,3.936264497468006
8306,4.777331015845763
8307,4.099934225065952
8308,4.23086596971623
8309,3.680313233369967
8310,3.9263372316264173
8311,4.244944953873916
8312,4.588839436240588
8313,4.281927540959843
8314,3.194147263200509
8315,4.130766547367117
8316,4.027742918291182
8317,3.976002556149909
8318,4.07478833059102
8319,3.388240521795771
8320,3.987014167044942
8321,4.3919716430979046
8322,4.221483525627235
8323,3.8228720381346735
8324,3.5991627475743813
8325,4.199297138799543
8326,4.350401453147715
8327,3.6749371010647685
8328,4.072148604893489
8329,3.0094992772269045
8330,4.297369411674738
8331,4.347068928030802
8332,3.891270266957357
8333,3.2540352168968827
8334,4.1586252642454005
8335,3.6182525774409977
8336,4.091242337449354
8337,3.556132909506701
8338,4.14146113427296
8339,3.772087264212204
8340,3.3304612025318896
8341,3.9664646042830123
8342,4.017052578058443
8343,3.154467636535643
8344,4.141366794573415
8345,3.895664878831589
8346,3.363955953419685
8347,3.1212514307558523
8348,3.845682521766594
8349,4.013797937262802
8350,3.552494503440005
8351,4.033735965252559
8352,3.3050948761708474
8353,3.3656826282530177
8354,4.143658492722953
8355,3.5236007163167016
8356,4.256105352014415
8357,3.8189006800234067
8358,3.9663531643702874
8359,3.6955357454074718
8360,3.998637838364281
8361,3.8765020714747283
8362,4.090341680927908
8363,3.657342545533507
8364,3.100939537541438
8365,3.8140406242888694
8366,3.73350643401055
8367,4.080380391180619
8368,4.148825926579828
8369,3.380579786923123
8370,3.4343771541550074
8371,4.1559735444075905
8372,3.7343143794153635
8373,2.8761294640118047
8374,3.2657607707926752
8375,4.211521715338297
8376,4.708065657234555
8377,4.113431525039002
8378,3.6568666452208216
8379,4.244819662624422
8380,3.4826948272355134
8381,4.572143399993495
8382,3.9611436453490056
8383,4.290778995218069
8384,3.512636127451856
8385,3.876329901205511
8386,4.268527772424043
8387,4.039164173677674
8388,4.050080609653484
8389,3.2153522163096344
8390,4.208312835525148
8391,3.654176546359903
8392,3.5171313535563415
8393,4.084279213266292
8394,4.114127138714718
8395,4.209472817397175
8396,3.8589384880046094
8397,3.7912381366779355
8398,3.3321214511131236
8399,4.239249493939408
8400,4.031980116420492
8401,4.747136840878074
8402,3.8336749703943975
8403,4.525375053440619
8404,3.879318643614861
8405,4.412708905141729
8406,4.11182216589431
8407,3.8553700929111177
8408,4.66883509367832
8409,4.218464052753942
8410,3.9109739827612393
8411,4.072102635044115
8412,3.6337771708940507
8413,3.968387751055079
8414,4.258978332138224
8415,3.548244778230528
8416,4.079846668404257
8417,4.088988806285696
8418,4.543831796114667
8419,3.7428899728247664
8420,3.7587463498764575
8421,3.983232790146164
8422,3.604367782142136
8423,3.9224176085452784
8424,3.14427039740899
8425,4.049587212491551
8426,4.1361270316733
8427,3.762888159350533
8428,4.31045111802283
8429,3.8499722083961
8430,4.240678170999471
8431,4.035845755580393
8432,4.1043350027435155
8433,3.9593808031413253
8434,4.0010222273994644
8435,3.9084252951026257
8436,3.7401820979206013
8437,4.153146883908493
8438,4.140744709379515
8439,3.231749169844749
8440,3.0759504774079067
8441,4.086166457275408
8442,4.093767429722677
8443,4.012948647902123
8444,3.944011328367801
8445,3.6432510915168104
8446,3.750948357228279
8447,3.3558556172258243
8448,3.518535128903559
8449,3.4843016547981285
8450,3.6017343864319784
8451,2.9274647053012606
8452,3.09284777786408
8453,4.118995060215474
8454,4.179935686998594
8455,3.631722766833935
8456,3.8644818561014076
8457,3.845718560402552
8458,4.090735416143626
8459,4.370398418347572
8460,3.7454379150523414
8461,3.753484708313937
8462,3.4016797830787198
8463,3.9274833095349395
8464,3.707612680109335
8465,3.7200278860406537
8466,4.530193101503031
8467,2.684730174174177
8468,3.456910791641502
8469,4.217802553529929
8470,3.791444449254118
8471,4.021936602228913
8472,4.280632731933796
8473,4.124575485683268
8474,4.13916313258216
8475,3.693290383061483
8476,4.2129347518057765
8477,4.249870157440309
8478,3.903768398570978
8479,3.9722973085465907
8480,3.1536388193785303
8481,4.041878444974961
8482,3.4790080245225288
8483,3.6721080204638894
8484,4.33204267587492
8485,3.851666255807338
8486,4.708213274779657
8487,4.1345887625571915
8488,4.033288477994268
8489,4.543363153402436
8490,4.085337278608165
8491,4.192176598280697
8492,4.21241551565175
8493,4.364348126050546
8494,3.632050965704823
8495,4.119518761326329
8496,4.6317176352097205
8497,2.365385942781026
8498,3.2762136391754395
8499,4.1635487994527205
8500,3.675511031905921
8501,3.9833313532361303
8502,3.0174849128519208
8503,4.076724043936782
8504,3.5392964494239014
8505,2.759536661183184
8506,4.206166777239417
8507,3.9422876754530454
